Customer ID,Quarter,Customer Status,Churn Label,Churn Value,Churn Category,Churn Reason
2568-BRGYX,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7721-JXEAW,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
7249-WBIYX,Q3,Churned,Yes,1,Competitor,Competitor offered more data
3164-AALRN,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3334-CTHOL,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4704-ERYFC,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
0471-LVHGK,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
9518-RWHZL,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6240-EURKS,Q3,Churned,Yes,1,Competitor,Competitor offered more data
6960-HVYXR,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7861-UVUFT,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0680-DFNNY,Q3,Churned,Yes,1,Competitor,Competitor offered more data
7767-UXAGJ,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1571-SAVHK,Q3,Churned,Yes,1,Competitor,Competitor had better devices
9546-CQJSU,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2951-QOQTK,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
3473-XIIIT,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7893-IXHRQ,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2952-QAYZF,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4763-PGDPO,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5394-SVGJV,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9283-LZQOH,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7079-QRCBC,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5469-CTCWN,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
9851-QXEEQ,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5208-HFSBT,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2667-WYLWJ,Q3,Churned,Yes,1,Price,Long distance charges
1092-GANHU,Q3,Churned,Yes,1,Competitor,Competitor offered more data
7881-EVUAD,Q3,Churned,Yes,1,Competitor,Competitor offered more data
5766-XQXMQ,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3703-VAVCL,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8519-QJGJD,Q3,Churned,Yes,1,Attitude,Attitude of service provider
6326-MTTXK,Q3,Churned,Yes,1,Attitude,Attitude of service provider
0330-IVZHA,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2886-KEFUM,Q3,Churned,Yes,1,Attitude,Attitude of support person
4237-RLAQD,Q3,Churned,Yes,1,Attitude,Attitude of support person
9651-GTSAQ,Q3,Churned,Yes,1,Attitude,Attitude of support person
3186-BAXNB,Q3,Churned,Yes,1,Attitude,Attitude of service provider
0637-YLETY,Q3,Churned,Yes,1,Attitude,Attitude of service provider
1157-BQCUW,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2003-CKLOR,Q3,Churned,Yes,1,Other,Moved
9254-RBFON,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1205-WNWPJ,Q3,Churned,Yes,1,Other,Moved
8387-MOJJT,Q3,Churned,Yes,1,Competitor,Competitor made better offer
6032-KRXXO,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7459-RRWQZ,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3092-IGHWF,Q3,Churned,Yes,1,Competitor,Competitor made better offer
6352-TWCAU,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2929-QNSRW,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1262-OPMFY,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1899-VXWXM,Q3,Churned,Yes,1,Other,Don't know
3331-HQDTW,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5442-XSDCW,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3049-NDXFL,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7963-GQRMY,Q3,Churned,Yes,1,Price,Extra data charges
1228-FZFRV,Q3,Churned,Yes,1,Price,Extra data charges
2058-DCJBE,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5364-XYIRR,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4829-AUOAX,Q3,Churned,Yes,1,Price,Extra data charges
9158-VCTQB,Q3,Churned,Yes,1,Price,Extra data charges
6311-UEUME,Q3,Churned,Yes,1,Price,Extra data charges
6839-ITVZJ,Q3,Churned,Yes,1,Other,Don't know
0375-HVGXO,Q3,Churned,Yes,1,Other,Don't know
8593-WHYHV,Q3,Churned,Yes,1,Other,Don't know
6097-EQISJ,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4423-YLHDV,Q3,Churned,Yes,1,Attitude,Attitude of support person
0107-YHINA,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8640-SDGKB,Q3,Churned,Yes,1,Attitude,Attitude of support person
4116-TZAQJ,Q3,Churned,Yes,1,Attitude,Attitude of support person
3877-JRJIP,Q3,Churned,Yes,1,Attitude,Attitude of support person
7511-YMXVQ,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7551-JOHTI,Q3,Churned,Yes,1,Attitude,Attitude of support person
9804-ICWBG,Q3,Churned,Yes,1,Attitude,Attitude of support person
5318-IXUZF,Q3,Churned,Yes,1,Other,Don't know
3198-VELRD,Q3,Churned,Yes,1,Competitor,Competitor had better devices
9436-ZBZCT,Q3,Churned,Yes,1,Attitude,Attitude of support person
7198-GLXTC,Q3,Churned,Yes,1,Attitude,Attitude of support person
0516-VRYBW,Q3,Churned,Yes,1,Attitude,Attitude of support person
8380-PEFPE,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5687-DKDTV,Q3,Churned,Yes,1,Attitude,Attitude of support person
7530-HDYDS,Q3,Churned,Yes,1,Attitude,Attitude of support person
3096-IZETN,Q3,Churned,Yes,1,Attitude,Attitude of support person
5922-ABDVO,Q3,Churned,Yes,1,Attitude,Attitude of support person
9172-ANCRX,Q3,Churned,Yes,1,Attitude,Attitude of support person
6910-HADCM,Q3,Churned,Yes,1,Attitude,Attitude of support person
4816-LXZYW,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4911-BANWH,Q3,Churned,Yes,1,Attitude,Attitude of support person
8496-EJAUI,Q3,Churned,Yes,1,Attitude,Attitude of support person
6365-MTGZX,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1349-WXNGG,Q3,Churned,Yes,1,Attitude,Attitude of support person
6990-YNRIO,Q3,Churned,Yes,1,Attitude,Attitude of support person
0621-TWIEM,Q3,Churned,Yes,1,Attitude,Attitude of support person
2485-ITVKB,Q3,Churned,Yes,1,Attitude,Attitude of support person
3669-OYSJI,Q3,Churned,Yes,1,Attitude,Attitude of support person
1612-EOHDH,Q3,Churned,Yes,1,Attitude,Attitude of support person
7517-SAWMO,Q3,Churned,Yes,1,Attitude,Attitude of support person
4143-HHPMK,Q3,Churned,Yes,1,Attitude,Attitude of support person
7054-LGEQW,Q3,Churned,Yes,1,Attitude,Attitude of support person
0923-PNFUB,Q3,Churned,Yes,1,Attitude,Attitude of support person
3494-JCHRQ,Q3,Churned,Yes,1,Attitude,Attitude of support person
6474-FVJLC,Q3,Churned,Yes,1,Attitude,Attitude of support person
4547-LYTDD,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6770-XUAGN,Q3,Churned,Yes,1,Attitude,Attitude of support person
3143-ILDAL,Q3,Churned,Yes,1,Attitude,Attitude of support person
4720-VSTSI,Q3,Churned,Yes,1,Attitude,Attitude of support person
3946-MHCZW,Q3,Churned,Yes,1,Attitude,Attitude of support person
6651-AZVTJ,Q3,Churned,Yes,1,Attitude,Attitude of support person
4566-GOLUK,Q3,Churned,Yes,1,Attitude,Attitude of support person
2484-DGXPZ,Q3,Churned,Yes,1,Attitude,Attitude of support person
4587-NUKOX,Q3,Churned,Yes,1,Attitude,Attitude of support person
0420-BWTPW,Q3,Churned,Yes,1,Attitude,Attitude of support person
8183-ONMXC,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9614-RMGHA,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5054-IEXZT,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5834-ASPWA,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3948-XHGNA,Q3,Churned,Yes,1,Other,Don't know
0565-IYCGT,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5445-UTODQ,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1024-VRZHF,Q3,Churned,Yes,1,Competitor,Competitor made better offer
0348-SDKOL,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4373-MAVJG,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8901-HJXTF,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5419-KLXBN,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9828-AOQLM,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7615-ESMYF,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3858-VOBET,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1447-PJGGA,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8565-CLBZW,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9139-WQQDY,Q3,Churned,Yes,1,Other,Poor expertise of online support
0224-HJAPT,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8086-OVPWV,Q3,Churned,Yes,1,Competitor,Competitor made better offer
9430-FRQOC,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3074-GQWYX,Q3,Churned,Yes,1,Competitor,Competitor made better offer
6845-RGTYS,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8861-HGGKB,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7065-YUNRY,Q3,Churned,Yes,1,Competitor,Competitor made better offer
7694-VLBWQ,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6481-OGDOO,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3753-TSEMP,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
8305-VHZBZ,Q3,Churned,Yes,1,Price,Long distance charges
9172-JITSM,Q3,Churned,Yes,1,Other,Don't know
6298-QDFNH,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6173-ITPWD,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
9734-UYXQI,Q3,Churned,Yes,1,Competitor,Competitor made better offer
2189-UXTKY,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
4958-GZWIY,Q3,Churned,Yes,1,Other,Don't know
6356-ELRKD,Q3,Churned,Yes,1,Other,Don't know
8624-GIOUT,Q3,Churned,Yes,1,Other,Don't know
3177-LASXD,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of phone support
4897-QSUYC,Q3,Churned,Yes,1,Attitude,Attitude of support person
1084-UQCHV,Q3,Churned,Yes,1,Attitude,Attitude of support person
2955-BJZHG,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3806-DXQOM,Q3,Churned,Yes,1,Attitude,Attitude of service provider
9300-RENDD,Q3,Churned,Yes,1,Attitude,Attitude of support person
0761-AETCS,Q3,Churned,Yes,1,Attitude,Attitude of support person
2153-MREFK,Q3,Churned,Yes,1,Attitude,Attitude of support person
3106-ULWFW,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0925-VYDLG,Q3,Churned,Yes,1,Attitude,Attitude of service provider
4349-GFQHK,Q3,Churned,Yes,1,Attitude,Attitude of service provider
7802-EFKNY,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8035-BUYVG,Q3,Churned,Yes,1,Attitude,Attitude of support person
9787-XVQIU,Q3,Churned,Yes,1,Attitude,Attitude of support person
8945-MUQUF,Q3,Churned,Yes,1,Competitor,Competitor made better offer
3023-GFLBR,Q3,Churned,Yes,1,Attitude,Attitude of service provider
0524-IAVZO,Q3,Churned,Yes,1,Other,Don't know
2737-YNGYW,Q3,Churned,Yes,1,Attitude,Attitude of support person
5159-YFPKQ,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7927-AUXBZ,Q3,Churned,Yes,1,Attitude,Attitude of support person
7619-ODSGN,Q3,Churned,Yes,1,Attitude,Attitude of support person
2514-GINMM,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2659-VXMWZ,Q3,Churned,Yes,1,Attitude,Attitude of support person
4285-GYRQC,Q3,Churned,Yes,1,Attitude,Attitude of support person
8337-MSSXB,Q3,Churned,Yes,1,Attitude,Attitude of service provider
8182-BJDSI,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2482-CZGBB,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0866-QLSIR,Q3,Churned,Yes,1,Attitude,Attitude of support person
7181-BQYBV,Q3,Churned,Yes,1,Attitude,Attitude of service provider
6204-IEUXJ,Q3,Churned,Yes,1,Attitude,Attitude of service provider
4529-CKBCL,Q3,Churned,Yes,1,Attitude,Attitude of service provider
2506-CLAKW,Q3,Churned,Yes,1,Attitude,Attitude of support person
1583-IHQZE,Q3,Churned,Yes,1,Attitude,Attitude of support person
0151-ONTOV,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0320-JDNQG,Q3,Churned,Yes,1,Other,Don't know
7180-PISOG,Q3,Churned,Yes,1,Attitude,Attitude of service provider
3571-RFHAR,Q3,Churned,Yes,1,Attitude,Attitude of support person
9578-VRMNM,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6140-QNRQQ,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4307-KTUMW,Q3,Churned,Yes,1,Attitude,Attitude of service provider
7470-MCQTK,Q3,Churned,Yes,1,Attitude,Attitude of support person
7488-MXJIV,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2027-FECZV,Q3,Churned,Yes,1,Attitude,Attitude of support person
2672-DZUOY,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3870-MQAMG,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4800-CZMPC,Q3,Churned,Yes,1,Attitude,Attitude of service provider
7377-DMMRI,Q3,Churned,Yes,1,Attitude,Attitude of support person
8949-JTMAY,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3211-ILJTT,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5103-MHMHY,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0235-KGSLC,Q3,Churned,Yes,1,Other,Moved
2884-GBPFB,Q3,Churned,Yes,1,Other,Moved
5136-KCKGI,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3722-WPXTK,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
2929-ERCFZ,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7548-SEPYI,Q3,Churned,Yes,1,Competitor,Competitor made better offer
8835-VSDSE,Q3,Churned,Yes,1,Competitor,Competitor made better offer
1623-NLDOT,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5236-PERKL,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
7854-FOKSF,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
2519-FAKOD,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7089-IVVAZ,Q3,Churned,Yes,1,Competitor,Competitor offered more data
9492-TOKRI,Q3,Churned,Yes,1,Competitor,Competitor had better devices
3325-FUYCG,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
8481-YYXWG,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
2609-IAICY,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
1740-CSDJP,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
2636-OHFMN,Q3,Churned,Yes,1,Price,Long distance charges
1323-OOEPC,Q3,Churned,Yes,1,Price,Extra data charges
9921-ZVRHG,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4701-MLJPN,Q3,Churned,Yes,1,Attitude,Attitude of support person
9206-GVPEQ,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
1596-BBVTG,Q3,Churned,Yes,1,Other,Poor expertise of online support
8433-WXGNA,Q3,Churned,Yes,1,Other,Don't know
3707-GNWHM,Q3,Churned,Yes,1,Other,Don't know
5766-ZJYBB,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
8931-GJJIQ,Q3,Churned,Yes,1,Attitude,Attitude of support person
4277-PVRAN,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0203-HHYIJ,Q3,Churned,Yes,1,Price,Long distance charges
0952-KMEEH,Q3,Churned,Yes,1,Price,Long distance charges
8178-EYZUO,Q3,Churned,Yes,1,Price,Extra data charges
3230-WYKIR,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
0407-BDJKB,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
9600-UDOPK,Q3,Churned,Yes,1,Attitude,Attitude of support person
4074-SJFFA,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
4910-GMJOT,Q3,Churned,Yes,1,Other,Don't know
4323-SADQS,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
4446-BZKHU,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5202-IVJNU,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
5976-JCJRH,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
0137-OCGAB,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
3351-NQLDI,Q3,Churned,Yes,1,Price,Long distance charges
7593-JNWRU,Q3,Churned,Yes,1,Price,Extra data charges
4588-YBNIB,Q3,Churned,Yes,1,Price,Price too high
5028-GZLDO,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
6877-TJMBR,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
6769-DCQLI,Q3,Churned,Yes,1,Other,Don't know
2433-KMEAS,Q3,Churned,Yes,1,Other,Don't know
2195-ZRVAX,Q3,Churned,Yes,1,Other,Don't know
3550-SAHFP,Q3,Churned,Yes,1,Price,Price too high
2011-TRQYE,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
4873-ILOLJ,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2725-KXXWT,Q3,Churned,Yes,1,Attitude,Attitude of support person
9565-DJPIB,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8348-HFYIV,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
6849-WLEYG,Q3,Churned,Yes,1,Attitude,Attitude of support person
4659-NZRUF,Q3,Churned,Yes,1,Price,Long distance charges
8429-XIBUM,Q3,Churned,Yes,1,Price,Extra data charges
2608-BHKFN,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7341-LXCAF,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
9462-MJUAW,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8128-YVJRG,Q3,Churned,Yes,1,Attitude,Attitude of support person
1569-TTNYJ,Q3,Churned,Yes,1,Other,Don't know
4749-VFKVB,Q3,Churned,Yes,1,Other,Don't know
7598-UAASY,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7938-OUHIO,Q3,Churned,Yes,1,Attitude,Attitude of service provider
0431-APWVY,Q3,Churned,Yes,1,Other,Poor expertise of online support
3426-NIYYL,Q3,Churned,Yes,1,Attitude,Attitude of support person
3387-VATUS,Q3,Churned,Yes,1,Attitude,Attitude of service provider
1143-NMNQJ,Q3,Churned,Yes,1,Attitude,Attitude of service provider
0415-MOSGF,Q3,Churned,Yes,1,Attitude,Attitude of support person
2495-INZWQ,Q3,Churned,Yes,1,Attitude,Attitude of service provider
4139-SUGLD,Q3,Churned,Yes,1,Attitude,Attitude of service provider
6857-VWJDT,Q3,Churned,Yes,1,Attitude,Attitude of service provider
5624-BQSSA,Q3,Churned,Yes,1,Price,Long distance charges
5577-OTWWW,Q3,Churned,Yes,1,Other,Moved
6100-QQHEB,Q3,Churned,Yes,1,Other,Moved
2691-NZETQ,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
4404-HIBDJ,Q3,Churned,Yes,1,Competitor,Competitor offered more data
7295-JOMMD,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5013-SBUIH,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6023-YEBUP,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7209-JCUDS,Q3,Churned,Yes,1,Competitor,Competitor had better devices
6158-DWPZT,Q3,Churned,Yes,1,Competitor,Competitor offered more data
3763-GCZHZ,Q3,Churned,Yes,1,Competitor,Competitor offered more data
0772-GYEQQ,Q3,Churned,Yes,1,Competitor,Competitor offered more data
4831-EOBFE,Q3,Churned,Yes,1,Other,Don't know
9170-GYZJC,Q3,Churned,Yes,1,Price,Price too high
2002-MZHWP,Q3,Churned,Yes,1,Price,Long distance charges
2004-OCQXK,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5027-QPKTE,Q3,Churned,Yes,1,Competitor,Competitor had better devices
2672-HUYVI,Q3,Churned,Yes,1,Price,Long distance charges
7508-MYBOG,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0148-DCDOS,Q3,Churned,Yes,1,Competitor,Competitor had better devices
9992-RRAMN,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
0310-MVLET,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
5696-QURRL,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
0495-RVCBF,Q3,Churned,Yes,1,Other,Poor expertise of online support
7854-EDSSA,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of online support
8869-TORSS,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of phone support
2115-BFTIW,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
0611-DFXKO,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
7780-OTDSO,Q3,Churned,Yes,1,Attitude,Attitude of support person
9747-DDZOS,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
0564-JJHGS,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
3348-CFRNX,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
1428-GTBJJ,Q3,Churned,Yes,1,Price,Long distance charges
2249-YPRNG,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
7410-YTJIK,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4626-GYCZP,Q3,Churned,Yes,1,Competitor,Competitor had better devices
5590-BYNII,Q3,Churned,Yes,1,Other,Don't know
3237-AJGEH,Q3,Churned,Yes,1,Other,Poor expertise of online support
1591-NFNLQ,Q3,Churned,Yes,1,Other,Poor expertise of online support
0596-BQCEQ,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1481-ZUWZA,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
2309-OSFEU,Q3,Churned,Yes,1,Attitude,Attitude of support person
7613-LLQFO,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
2640-PMGFL,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
3801-HMYNL,Q3,Churned,Yes,1,Competitor,Competitor had better devices
4484-CGXFK,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6214-EDAKZ,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
6127-ISGTU,Q3,Churned,Yes,1,Attitude,Attitude of support person
8740-XLHDR,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
1208-DNHLN,Q3,Churned,Yes,1,Other,Don't know
1761-AEZZR,Q3,Churned,Yes,1,Other,Don't know
7120-RFMVS,Q3,Churned,Yes,1,Price,Price too high
7317-GGVPB,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
1322-AGOQM,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
5692-FPTAH,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
1550-LOAHA,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
0268-QKIWO,Q3,Churned,Yes,1,Attitude,Attitude of support person
0876-WDUUZ,Q3,Churned,Yes,1,Price,Long distance charges
0617-FHSGK,Q3,Churned,Yes,1,Price,Extra data charges
2858-MOFSQ,Q3,Churned,Yes,1,Price,Price too high
7005-CCBKV,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
4250-FDVOU,Q3,Churned,Yes,1,Attitude,Attitude of support person
2141-RRYGO,Q3,Churned,Yes,1,Other,Poor expertise of online support
6376-GAHQE,Q3,Churned,Yes,1,Other,Don't know
5052-PNLOS,Q3,Churned,Yes,1,Other,Poor expertise of online support
6979-ZNSFF,Q3,Churned,Yes,1,Price,Price too high
2386-LAHRK,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6032-IGALN,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0516-WJVXC,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
8809-RIHDD,Q3,Churned,Yes,1,Price,Lack of affordable download/upload speed
4822-NGOCH,Q3,Churned,Yes,1,Price,Long distance charges
1432-FPAXX,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
3884-HCSWG,Q3,Churned,Yes,1,Attitude,Attitude of support person
5077-DXTCG,Q3,Churned,Yes,1,Competitor,Competitor had better devices
1142-WACZW,Q3,Churned,Yes,1,Other,Don't know
4892-VLANZ,Q3,Churned,Yes,1,Price,Long distance charges
2919-HBCJO,Q3,Churned,Yes,1,Other,Moved
4236-XPXAV,Q3,Churned,Yes,1,Other,Moved
3030-YZADT,Q3,Churned,Yes,1,Competitor,Competitor had better devices
7410-KTVFV,Q3,Churned,Yes,1,Competitor,Competitor had better devices
8393-DLHGA,Q3,Churned,Yes,1,Competitor,Competitor offered more data
2834-SPCJV,Q3,Churned,Yes,1,Competitor,Competitor had better devices
0587-DMGBH,Q3,Churned,Yes,1,Competitor,Competitor offered higher download speeds
3523-QRQLL,Q3,Churned,Yes,1,Competitor,Competitor offered more data
0895-DQHEW,Q3,Churned,Yes,1,Competitor,Competitor offered more data
8149-RSOUN,Q3,Churned,Yes,1,Competitor,Competitor offered more data
7250-EQKIY,Q3,Churned,Yes,1,Competitor,Competitor made better offer
4013-UBXWQ,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5519-NPHVG,Q3,Churned,Yes,1,Price,Price too high
8849-GYOKR,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
3148-BLQJT,Q3,Churned,Yes,1,Competitor,Competitor made better offer
0461-CVKMU,Q3,Churned,Yes,1,Attitude,Attitude of support person
8806-EAGWC,Q3,Churned,Yes,1,Dissatisfaction,Network reliability
4183-WCSEP,Q3,Churned,Yes,1,Price,Long distance charges
5498-TXHLF,Q3,Churned,Yes,1,Price,Extra data charges
9722-UJOJR,Q3,Churned,Yes,1,Price,Price too high
6772-KSATR,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
7112-OPOTK,Q3,Churned,Yes,1,Attitude,Attitude of support person
4210-QFJMF,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5828-AVIPD,Q3,Churned,Yes,1,Other,Poor expertise of online support
1086-LXKFY,Q3,Churned,Yes,1,Other,Don't know
7774-OJSXI,Q3,Churned,Yes,1,Dissatisfaction,Poor expertise of phone support
7786-WBJYI,Q3,Churned,Yes,1,Competitor,Competitor made better offer
5016-ETTFF,Q3,Churned,Yes,1,Dissatisfaction,Service dissatisfaction
3866-MDTUB,Q3,Churned,Yes,1,Attitude,Attitude of support person
0697-ZMSWS,Q3,Churned,Yes,1,Dissatisfaction,Limited range of services
7593-XFKDI,Q3,Churned,Yes,1,Price,Extra data charges
0337-CNPZE,Q3,Churned,Yes,1,Price,Price too high
1513-XNPPH,Q3,Churned,Yes,1,Dissatisfaction,Product dissatisfaction
6347-DCUIK,Q3,Churned,Yes,1,Attitude,Attitude of support person
