Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
0431-APWVY,Female,37,No,No,Yes,No,0
3426-NIYYL,Male,47,No,No,No,No,0
3387-VATUS,Male,44,No,No,No,No,0
1143-NMNQJ,Female,39,No,No,No,No,0
0415-MOSGF,Female,58,No,No,No,No,0
2495-INZWQ,Male,44,No,No,No,No,0
4139-SUGLD,Male,41,No,No,Yes,Yes,3
6857-VWJDT,Female,45,No,No,No,No,0
5624-BQSSA,Female,19,Yes,No,No,No,0
5577-OTWWW,Female,54,No,No,No,No,0
6100-QQHEB,Male,42,No,No,Yes,No,0
2691-NZETQ,Male,28,Yes,No,No,No,0
4404-HIBDJ,Female,48,No,No,No,No,0
7295-JOMMD,Female,34,No,No,No,No,0
5013-SBUIH,Female,63,No,No,No,No,0
6023-YEBUP,Male,32,No,No,No,No,0
7209-JCUDS,Male,25,Yes,No,No,No,0
6158-DWPZT,Male,53,No,No,Yes,No,0
3763-GCZHZ,Male,23,Yes,No,Yes,No,0
0772-GYEQQ,Male,33,No,No,No,No,0
4831-EOBFE,Male,43,No,No,Yes,No,0
9170-GYZJC,Female,42,No,No,Yes,Yes,3
2002-MZHWP,Female,24,Yes,No,No,No,0
2004-OCQXK,Female,44,No,No,No,No,0
5027-QPKTE,Male,39,No,No,Yes,No,0
2672-HUYVI,Female,53,No,No,No,No,0
7508-MYBOG,Male,20,Yes,No,Yes,No,0
0148-DCDOS,Male,41,No,No,No,No,0
9992-RRAMN,Male,40,No,No,Yes,No,0
0310-MVLET,Female,63,No,No,Yes,No,0
5696-QURRL,Male,31,No,No,No,No,0
0495-RVCBF,Female,39,No,No,No,No,0
7854-EDSSA,Male,46,No,No,No,No,0
8869-TORSS,Female,51,No,No,No,No,0
2115-BFTIW,Male,52,No,No,No,No,0
0611-DFXKO,Male,35,No,No,Yes,No,0
7780-OTDSO,Male,51,No,No,Yes,No,0
9747-DDZOS,Female,50,No,No,No,No,0
0564-JJHGS,Male,45,No,No,No,No,0
3348-CFRNX,Female,47,No,No,Yes,No,0
1428-GTBJJ,Male,20,Yes,No,No,No,0
2249-YPRNG,Female,57,No,No,Yes,No,0
7410-YTJIK,Female,35,No,No,No,No,0
4626-GYCZP,Male,60,No,No,No,No,0
5590-BYNII,Male,51,No,No,No,No,0
3237-AJGEH,Female,43,No,No,Yes,Yes,1
1591-NFNLQ,Male,38,No,No,No,No,0
0596-BQCEQ,Female,32,No,No,Yes,No,0
1481-ZUWZA,Male,52,No,No,No,No,0
2309-OSFEU,Male,42,No,No,No,No,0
7613-LLQFO,Male,41,No,No,No,No,0
2640-PMGFL,Male,35,No,No,No,No,0
3801-HMYNL,Male,44,No,No,Yes,No,0
4484-CGXFK,Female,45,No,No,No,No,0
6214-EDAKZ,Female,32,No,No,Yes,Yes,1
6127-ISGTU,Female,34,No,No,Yes,No,0
8740-XLHDR,Male,30,No,No,No,No,0
1208-DNHLN,Male,60,No,No,Yes,No,0
1761-AEZZR,Male,59,No,No,No,No,0
7120-RFMVS,Male,31,No,No,No,No,0
7317-GGVPB,Male,57,No,No,Yes,No,0
1322-AGOQM,Male,57,No,No,No,No,0
5692-FPTAH,Female,32,No,No,No,No,0
1550-LOAHA,Female,53,No,No,Yes,No,0
0268-QKIWO,Female,41,No,No,No,No,0
0876-WDUUZ,Female,62,No,No,No,No,0
0617-FHSGK,Male,62,No,No,No,No,0
2858-MOFSQ,Female,50,No,No,No,No,0
7005-CCBKV,Male,53,No,No,No,No,0
4250-FDVOU,Female,44,No,No,No,No,0
2141-RRYGO,Female,51,No,No,No,No,0
6376-GAHQE,Male,48,No,No,No,No,0
5052-PNLOS,Male,50,No,No,No,No,0
6979-ZNSFF,Female,48,No,No,No,No,0
2386-LAHRK,Male,22,Yes,No,No,No,0
6032-IGALN,Female,35,No,No,No,No,0
0516-WJVXC,Female,21,Yes,No,No,No,0
8809-RIHDD,Male,47,No,No,Yes,No,0
4822-NGOCH,Female,60,No,No,No,No,0
1432-FPAXX,Female,53,No,No,No,No,0
3884-HCSWG,Female,51,No,No,No,No,0
5077-DXTCG,Female,37,No,No,No,No,0
1142-WACZW,Male,64,No,No,No,No,0
4892-VLANZ,Male,40,No,No,No,No,0
2919-HBCJO,Female,36,No,No,No,No,0
4236-XPXAV,Female,45,No,No,Yes,No,0
3030-YZADT,Male,57,No,No,No,No,0
7410-KTVFV,Male,53,No,No,Yes,No,0
8393-DLHGA,Male,55,No,No,No,No,0
2834-SPCJV,Male,40,No,No,Yes,No,0
0587-DMGBH,Female,48,No,No,No,No,0
0895-DQHEW,Male,47,No,No,Yes,No,0
8149-RSOUN,Female,49,No,No,No,No,0
7250-EQKIY,Female,47,No,No,Yes,Yes,2
4013-UBXWQ,Female,33,No,No,No,No,0
5519-NPHVG,Female,53,No,No,No,No,0
8849-GYOKR,Female,59,No,No,Yes,No,0
3148-BLQJT,Male,33,No,No,No,No,0
0461-CVKMU,Female,45,No,No,Yes,No,0
8806-EAGWC,Male,25,Yes,No,No,No,0
4183-WCSEP,Male,46,No,No,No,No,0
5498-TXHLF,Female,39,No,No,Yes,No,0
9722-UJOJR,Male,36,No,No,Yes,No,0
6772-KSATR,Male,31,No,No,No,No,0
7112-OPOTK,Male,37,No,No,No,No,0
4210-QFJMF,Female,41,No,No,No,No,0
5828-AVIPD,Male,29,Yes,No,Yes,No,0
1086-LXKFY,Female,46,No,No,Yes,No,0
7774-OJSXI,Male,53,No,No,No,No,0
7786-WBJYI,Female,31,No,No,No,No,0
5016-ETTFF,Male,46,No,No,No,No,0
3866-MDTUB,Female,64,No,No,No,No,0
0697-ZMSWS,Male,19,Yes,No,No,No,0
7593-XFKDI,Male,39,No,No,No,No,0
0337-CNPZE,Female,63,No,No,No,No,0
1513-XNPPH,Female,36,No,No,No,No,0
6347-DCUIK,Male,28,Yes,No,No,No,0
0897-FEGMU,Female,43,No,No,Yes,No,0
7663-RGWBC,Male,44,No,No,No,No,0
1120-BMWUB,Female,36,No,No,No,No,0
9124-LHCJQ,Female,22,Yes,No,No,No,0
2235-ZGKPT,Female,36,No,No,Yes,Yes,1
3891-PUQOD,Female,40,No,No,No,Yes,3
0689-NKYLF,Male,42,No,No,No,No,0
3658-KIBGF,Female,19,Yes,No,No,No,0
5519-YLDGW,Female,57,No,No,Yes,No,0
4946-EDSEW,Female,35,No,No,Yes,Yes,3
8185-UPYBR,Male,33,No,No,Yes,No,0
4585-HETAI,Female,25,Yes,No,Yes,No,0
7526-BEZQB,Male,39,No,No,No,No,0
4951-UKAAQ,Female,30,No,No,No,No,0
2108-YKQTY,Female,42,No,No,No,No,0
4918-QLLIW,Male,23,Yes,No,No,No,0
1625-JAIIY,Female,42,No,No,Yes,No,0
2947-DOMLJ,Male,47,No,No,No,Yes,2
4112-LUEIZ,Male,55,No,No,No,No,0
4510-HIMLV,Male,50,No,No,No,No,0
2430-USGXP,Male,44,No,No,Yes,No,0
5955-ERIHD,Male,53,No,No,Yes,No,0
5949-EBSQK,Male,44,No,No,Yes,Yes,1
7274-RTAPZ,Male,20,Yes,No,No,No,0
0311-UNPFF,Female,58,No,No,No,No,0
3834-XUIFC,Male,23,Yes,No,No,No,0
7599-FKVXZ,Male,54,No,No,Yes,No,0
8229-TNIQA,Female,36,No,No,No,No,0
6221-AVQYL,Male,37,No,No,No,No,0
7743-EXURX,Male,47,No,No,Yes,Yes,1
5569-KGJHX,Female,63,No,No,Yes,No,0
7730-IUTDZ,Male,63,No,No,No,No,0
0426-TIRNE,Female,54,No,No,No,No,0
7587-RZNME,Male,23,Yes,No,No,No,0
0748-RDGGM,Male,38,No,No,Yes,No,0
3746-EUBYR,Male,63,No,No,Yes,No,0
2332-EFBJY,Male,35,No,No,No,No,0
9474-PHLYD,Female,25,Yes,No,No,No,0
2165-VOEGB,Female,23,Yes,No,No,No,0
8914-RBTSB,Male,62,No,No,Yes,No,0
0963-ZBDRN,Male,45,No,No,No,No,0
7594-RQHXR,Female,20,Yes,No,No,No,0
6331-EWIEB,Male,49,No,No,No,No,0
5998-VVEJY,Male,34,No,No,No,No,0
4317-VTEOA,Male,61,No,No,No,No,0
1670-SVOWZ,Female,57,No,No,Yes,No,0
7541-YLXCL,Male,25,Yes,No,No,No,0
0260-ZDLGK,Female,50,No,No,No,Yes,2
8722-NGNBH,Male,25,Yes,No,No,No,0
0133-BMFZO,Female,40,No,No,No,No,0
6128-CZOMY,Female,43,No,No,No,No,0
9540-JYROE,Male,30,No,No,No,No,0
3656-TKRVZ,Female,19,Yes,No,No,No,0
1501-SGHBW,Male,34,No,No,No,No,0
3208-YPIOE,Male,64,No,No,No,No,0
2612-RANWT,Female,24,Yes,No,No,No,0
2933-FILNV,Female,53,No,No,Yes,Yes,3
9986-BONCE,Female,36,No,No,No,No,0
4083-EUGRJ,Male,37,No,No,No,No,0
6410-LEFEN,Female,38,No,No,No,No,0
3194-ORPIK,Female,59,No,No,Yes,No,0
8816-VXNZD,Female,36,No,No,No,No,0
9378-FXTIZ,Female,50,No,No,Yes,No,0
1723-HKXJQ,Male,64,No,No,No,No,0
7825-GKXMW,Female,41,No,No,No,No,0
1240-KNSEZ,Male,63,No,No,No,No,0
0836-SEYLU,Male,64,No,No,Yes,No,0
3716-BDVDB,Male,62,No,No,No,No,0
5899-MQZZL,Female,25,Yes,No,No,No,0
6849-OYAMU,Male,56,No,No,Yes,No,0
6038-GCYEC,Female,25,Yes,No,No,No,0
1150-WFARN,Female,59,No,No,Yes,No,0
3144-AUDBS,Female,59,No,No,Yes,No,0
5616-PRTNT,Male,30,No,No,No,Yes,3
6688-UZPWD,Female,36,No,No,Yes,No,0
2839-RFSQE,Female,60,No,No,No,No,0
0968-GSIKN,Female,23,Yes,No,No,No,0
1965-DDBWU,Male,37,No,No,No,No,0
9057-SIHCH,Female,48,No,No,No,No,0
6771-XWBDM,Female,47,No,No,Yes,No,0
8601-QACRS,Female,54,No,No,No,No,0
2391-SOORI,Male,40,No,No,No,Yes,1
2645-QTLMB,Male,22,Yes,No,No,No,0
4806-HIPDW,Female,64,No,No,Yes,No,0
8443-ZRDBZ,Male,62,No,No,No,No,0
9136-ALYBR,Male,44,No,No,No,No,0
7479-NITWS,Male,35,No,No,No,No,0
2959-MJHIC,Male,60,No,No,Yes,No,0
5960-WPXQM,Male,24,Yes,No,No,No,0
0684-AOSIH,Male,42,No,No,Yes,No,0
8260-NGFNY,Female,29,Yes,No,No,No,0
1725-IQNIY,Male,34,No,No,Yes,No,0
6598-RFFVI,Male,56,No,No,No,No,0
8614-VGMMV,Female,33,No,No,No,No,0
2930-UOTMB,Female,29,Yes,No,No,No,0
2533-QVMSK,Male,46,No,No,Yes,No,0
8625-AZYZY,Male,51,No,No,Yes,No,0
9306-CPCBC,Female,44,No,No,No,No,0
2656-TABEH,Male,57,No,No,Yes,No,0
2325-ZUSFD,Female,46,No,No,Yes,No,0
3932-CMDTD,Female,29,Yes,No,No,No,0
3594-UVONA,Female,27,Yes,No,No,No,0
0004-TLHLJ,Male,50,No,No,No,No,0
5089-IFSDP,Female,39,No,No,Yes,No,0
4817-VYYWS,Female,21,Yes,No,No,No,0
1396-QWFBJ,Female,32,No,No,Yes,No,0
5299-SJCZT,Male,57,No,No,No,No,0
2898-LSJGD,Female,30,No,No,Yes,No,0
7359-PTSXY,Male,36,No,No,No,No,0
4503-BDXBD,Male,41,No,No,No,No,0
6086-ESGRL,Female,53,No,No,No,No,0
3886-CERTZ,Female,57,No,No,Yes,No,0
5759-RCVCB,Female,20,Yes,No,No,No,0
6372-RFVNS,Female,55,No,No,Yes,No,0
8938-UMKPI,Female,42,No,No,No,No,0
0991-BRRFB,Male,31,No,No,No,No,0
6319-IEJWJ,Male,63,No,No,Yes,No,0
9025-AOMKI,Female,42,No,No,No,No,0
5275-SQEIZ,Male,64,No,No,No,No,0
7716-YTYHG,Female,41,No,No,Yes,No,0
4390-KYULV,Male,41,No,No,Yes,No,0
8945-GRKHX,Female,41,No,No,No,No,0
6959-UWKHF,Male,47,No,No,No,No,0
3815-SLMEF,Female,26,Yes,No,No,No,0
5154-VEKBL,Female,30,No,No,No,No,0
4587-VVTOX,Female,23,Yes,No,Yes,No,0
4652-NNHNY,Male,32,No,No,Yes,No,0
8515-OCTJS,Female,61,No,No,No,No,0
5261-QSHQM,Female,31,No,No,No,No,0
8868-WOZGU,Male,33,No,No,No,No,0
1334-FJSVR,Male,64,No,No,No,No,0
7625-XCQRH,Female,48,No,No,No,No,0
1731-TVIUK,Female,47,No,No,No,No,0
0618-XWMSS,Male,60,No,No,No,No,0
2565-JSLRY,Male,21,Yes,No,No,No,0
6689-KXGBO,Female,36,No,No,No,No,0
6615-NGGZJ,Male,56,No,No,No,No,0
4255-DDUOU,Female,47,No,No,Yes,Yes,3
2984-MIIZL,Male,51,No,No,No,No,0
5590-YRFJT,Female,44,No,No,Yes,No,0
3677-TNKIO,Female,27,Yes,No,No,No,0
3329-WDIOK,Female,56,No,No,No,No,0
2873-ZLIWT,Female,64,No,No,Yes,No,0
3415-TAILE,Female,21,Yes,No,Yes,Yes,2
1915-IOFGU,Female,53,No,No,No,No,0
3045-XETSH,Female,34,No,No,No,No,0
7239-HZZCX,Male,21,Yes,No,No,No,0
7683-CBDKJ,Male,42,No,No,Yes,Yes,1
0628-CNQRM,Male,49,No,No,Yes,No,0
7665-TOALD,Female,25,Yes,No,No,No,0
0112-QWPNC,Male,61,No,No,Yes,No,0
2777-PHDEI,Female,20,Yes,No,No,No,0
1196-AMORA,Male,63,No,No,No,No,0
4282-YMKNA,Female,55,No,No,No,No,0
5356-RHIPP,Male,38,No,No,No,No,0
0746-JTRFU,Male,22,Yes,No,No,No,0
4628-CTTLA,Male,23,Yes,No,No,No,0
2876-VBBBL,Female,64,No,No,No,No,0
6834-NXDCA,Female,30,No,No,No,No,0
5597-GLBUC,Female,48,No,No,No,No,0
2748-MYRVK,Female,22,Yes,No,No,No,0
4822-YCXMX,Male,64,No,No,No,No,0
9821-POOTN,Male,48,No,No,Yes,No,0
6559-ILWKJ,Male,44,No,No,Yes,No,0
4229-CZMLL,Male,49,No,No,No,No,0
3663-MITLP,Female,43,No,No,No,No,0
9025-ZRPVR,Male,59,No,No,No,No,0
3285-UCQVC,Female,31,No,No,No,No,0
3737-GCSPV,Female,60,No,No,Yes,No,0
4088-YLDSU,Male,21,Yes,No,Yes,No,0
5797-APWZC,Female,41,No,No,No,No,0
3683-QKIUE,Female,51,No,No,No,No,0
4228-ZGYUW,Male,42,No,No,No,No,0
3519-ZKXGG,Female,61,No,No,Yes,No,0
6416-TVAIH,Male,39,No,No,Yes,No,0
5108-ADXWO,Male,30,No,No,No,No,0
3066-RRJIO,Female,29,Yes,No,No,No,0
6715-OFDBP,Male,52,No,No,No,No,0
1567-DSCIC,Male,59,No,No,No,No,0
2150-UWTFY,Female,21,Yes,No,Yes,Yes,3
2683-BPJSO,Male,37,No,No,Yes,No,0
2157-MXBJS,Male,20,Yes,No,Yes,No,0
1087-UDSIH,Female,38,No,No,No,No,0
5445-PZWGX,Male,63,No,No,No,No,0
9170-CCKOU,Male,62,No,No,Yes,No,0
1043-YCUTE,Male,19,Yes,No,Yes,No,0
3814-MLAXC,Female,58,No,No,No,No,0
1226-UDFZR,Female,26,Yes,No,No,No,0
5442-UTCVD,Male,53,No,No,No,No,0
7734-DBOAI,Female,42,No,No,Yes,Yes,2
2114-MGINA,Female,57,No,No,No,No,0
4489-SNOJF,Female,28,Yes,No,Yes,Yes,2
2187-LZGPL,Female,36,No,No,No,No,0
9019-QVLZD,Female,58,No,No,No,No,0
3707-LRWZD,Female,44,No,No,No,No,0
1455-ESIQH,Male,44,No,No,No,No,0
2979-SXESE,Female,57,No,No,Yes,No,0
6121-VZNQB,Female,35,No,No,No,No,0
6996-KNSML,Female,26,Yes,No,No,No,0
2592-SEIFQ,Male,36,No,No,No,No,0
8642-GVWRF,Female,25,Yes,No,Yes,No,0
3400-ESFUW,Male,28,Yes,No,Yes,No,0
2057-ZBLPD,Female,50,No,No,Yes,No,0
5502-RLUYV,Female,42,No,No,Yes,No,0
9039-RBEEE,Male,27,Yes,No,No,No,0
8417-FMLZI,Male,47,No,No,Yes,No,0
0378-XSZPU,Male,31,No,No,Yes,No,0
4729-XKASR,Male,56,No,No,No,Yes,3
5449-FIBXJ,Male,34,No,No,Yes,No,0
9837-BMCLM,Male,39,No,No,No,No,0
0137-UDEUO,Female,24,Yes,No,No,No,0
4925-LMHOK,Male,29,Yes,No,No,No,0
1455-UGQVH,Male,35,No,No,Yes,No,0
8280-MQRQN,Female,39,No,No,No,No,0
2037-SGXHH,Male,25,Yes,No,Yes,No,0
3178-FESZO,Female,45,No,No,No,No,0
6087-MVHJH,Female,44,No,No,No,No,0
4603-JANFB,Male,51,No,No,No,No,0
3018-TFTSU,Male,44,No,No,No,No,0
4806-KEXQR,Male,27,Yes,No,No,No,0
7083-YNSKY,Female,22,Yes,No,No,No,0
7434-SHXLS,Female,21,Yes,No,No,No,0
7908-QCBCA,Female,47,No,No,Yes,No,0
6711-FLDFB,Female,62,No,No,No,No,0
4702-IOQDC,Female,58,No,No,No,No,0
6178-KFNHS,Female,34,No,No,No,No,0
1264-BYWMS,Male,40,No,No,No,No,0
9658-WYUFB,Female,57,No,No,No,No,0
2013-SGDXK,Female,27,Yes,No,No,No,0
3506-LCJDC,Male,52,No,No,Yes,Yes,3
3934-HXCFZ,Male,33,No,No,Yes,No,0
7666-WKRON,Female,39,No,No,No,No,0
4910-AQFFX,Male,30,No,No,Yes,No,0
2154-KVJFF,Female,42,No,No,No,No,0
9647-ERGBE,Female,64,No,No,Yes,No,0
3428-XZMAZ,Male,64,No,No,No,No,0
0378-TOVMS,Female,20,Yes,No,No,No,0
4355-HBJHH,Male,49,No,No,Yes,No,0
0318-QUUOB,Male,25,Yes,No,Yes,No,0
5520-FVEWJ,Female,28,Yes,No,Yes,No,0
5572-ZDXHY,Female,25,Yes,No,No,No,0
3750-CKVKH,Male,58,No,No,No,No,0
4547-KQRTM,Female,60,No,No,No,No,0
4877-EVATK,Male,30,No,No,No,No,0
7639-SUPCW,Female,32,No,No,No,No,0
4658-HCOHW,Female,52,No,No,Yes,No,0
3440-JPSCL,Female,26,Yes,No,No,No,0
2889-FPWRM,Male,31,No,No,Yes,No,0
4290-BSXUX,Male,33,No,No,Yes,No,0
0325-XBFAC,Male,44,No,No,No,No,0
2462-XIIJB,Male,33,No,No,No,No,0
4760-XOHVN,Female,54,No,No,Yes,Yes,2
7817-BOQPW,Female,32,No,No,No,No,0
1853-UDXBW,Male,38,No,No,Yes,No,0
5458-CQJTA,Male,56,No,No,Yes,No,0
5219-YIPTK,Female,46,No,No,Yes,No,0
3540-RZJYU,Female,21,Yes,No,No,No,0
2091-MJTFX,Female,57,No,No,Yes,Yes,2
0883-EIBTI,Female,23,Yes,No,No,No,0
7571-YXDAD,Female,37,No,No,No,No,0
3393-FMZPV,Female,59,No,No,No,No,0
7486-KSRVI,Male,56,No,No,No,No,0
8443-WVPSS,Male,58,No,No,Yes,No,0
3006-XIMLN,Female,34,No,No,No,No,0
6305-YLBMM,Male,50,No,No,No,No,0
3647-GMGDH,Male,52,No,No,Yes,No,0
6595-COKXZ,Female,63,No,No,No,No,0
0362-ZBZWJ,Male,46,No,No,No,No,0
4211-MMAZN,Male,41,No,No,No,No,0
4274-OWWYO,Male,56,No,No,No,No,0
1541-ETJZO,Male,58,No,No,No,No,0
4106-HADHQ,Male,42,No,No,Yes,No,0
2369-UAPKZ,Male,43,No,No,No,No,0
0637-KVDLV,Male,30,No,No,No,No,0
6633-MPWBS,Male,47,No,No,No,No,0
8785-EPNCG,Male,42,No,No,No,No,0
5729-KLZAR,Female,22,Yes,No,Yes,No,0
1582-RAFML,Male,26,Yes,No,No,No,0
8740-CRYFY,Male,62,No,No,No,No,0
2962-XPMCQ,Male,56,No,No,No,No,0
1678-FYZOW,Female,28,Yes,No,No,No,0
8627-EHGIP,Male,38,No,No,No,No,0
5480-TBGPH,Female,63,No,No,Yes,No,0
0511-JTEOY,Female,41,No,No,No,No,0
6532-YLWSI,Female,25,Yes,No,Yes,No,0
5175-AOBHI,Female,48,No,No,No,No,0
5174-RNGBH,Female,27,Yes,No,No,No,0
7270-BDIOA,Female,60,No,No,No,No,0
9565-JSNFM,Male,39,No,No,No,No,0
0607-DAAHE,Male,62,No,No,No,No,0
9732-KPKBW,Male,49,No,No,No,No,0
9560-ARGQJ,Female,40,No,No,No,No,0
5134-IKDAY,Female,34,No,No,Yes,No,0
5380-AFSSK,Female,44,No,No,No,No,0
8714-EUHJO,Female,39,No,No,Yes,No,0
3721-CNEYS,Female,45,No,No,No,No,0
2568-OIADY,Female,26,Yes,No,Yes,No,0
1193-RTSLK,Female,26,Yes,No,No,No,0
5923-GXUOC,Male,37,No,No,No,No,0
4432-ADRLB,Male,46,No,No,No,No,0
8993-PHFWD,Female,62,No,No,No,No,0
1565-RHDJD,Female,21,Yes,No,No,No,0
3765-JXVKY,Female,23,Yes,No,No,No,0
7330-WZLNC,Female,25,Yes,No,No,No,0
6635-MYYYZ,Female,59,No,No,No,No,0
5378-IKEEG,Female,47,No,No,No,No,0
6413-XKKPU,Male,54,No,No,Yes,No,0
1449-XQEMT,Male,33,No,No,No,No,0
2626-URJFX,Male,55,No,No,Yes,Yes,3
2612-RRIDN,Male,25,Yes,No,No,No,0
4735-ASGMA,Male,55,No,No,No,No,0
3669-LVWZB,Male,20,Yes,No,No,No,0
6892-EZDTG,Female,55,No,No,Yes,No,0
9725-SCPZG,Male,47,No,No,No,No,0
5884-GCYMI,Male,62,No,No,No,No,0
7853-GVUDZ,Female,55,No,No,Yes,Yes,1
3943-KDREE,Female,48,No,No,No,No,0
9239-ZBZZV,Female,23,Yes,No,No,No,0
4398-HSCJH,Female,57,No,No,No,No,0
4430-UZIPO,Male,44,No,No,No,No,0
4855-SNKMY,Female,31,No,No,No,No,0
8008-HAWED,Male,38,No,No,No,No,0
1502-XFCVR,Female,57,No,No,No,No,0
9692-TUSXH,Female,23,Yes,No,No,No,0
7912-SYRQT,Female,35,No,No,No,No,0
8292-TYSPY,Male,55,No,No,No,No,0
1867-BDVFH,Male,35,No,No,Yes,No,0
2359-QWQUL,Female,35,No,No,Yes,No,0
9103-TCIHJ,Female,60,No,No,No,No,0
4140-WJAWW,Female,57,No,No,No,No,0
6653-CBBOM,Female,57,No,No,No,No,0
6101-IMRMM,Male,53,No,No,No,No,0
8943-URTMR,Female,56,No,No,No,No,0
2955-PSXOE,Female,48,No,No,No,No,0
7762-URZQH,Male,30,No,No,Yes,No,0
6907-NZZIJ,Female,54,No,No,No,No,0
2911-UREFD,Female,50,No,No,Yes,No,0
3744-ZRRDZ,Male,25,Yes,No,No,No,0
5673-TIYIB,Male,34,No,No,No,No,0
1602-IJQQE,Female,42,No,No,No,No,0
4628-WQCQQ,Male,37,No,No,No,No,0
1644-IRKSF,Female,48,No,No,Yes,No,0
3705-PSNGL,Male,49,No,No,No,No,0
2606-RMDHZ,Male,47,No,No,No,No,0
6861-OKBCE,Female,62,No,No,No,Yes,3
9940-RHLFB,Female,53,No,No,No,No,0
1383-EZRWL,Female,62,No,No,No,No,0
4759-TRPLW,Male,40,No,No,No,No,0
8563-IIOXK,Male,24,Yes,No,Yes,No,0
2982-VPSGI,Female,64,No,No,Yes,No,0
8199-ZLLSA,Male,53,No,No,No,No,0
4625-EWPTF,Male,55,No,No,No,No,0
5980-NOPLP,Female,19,Yes,No,Yes,No,0
9874-QLCLH,Female,38,No,No,Yes,No,0
6000-APYLU,Male,39,No,No,No,No,0
0947-IDHRQ,Female,21,Yes,No,No,No,0
9048-JVYVF,Male,48,No,No,No,No,0
1902-XBTFB,Male,39,No,No,No,No,0
2794-XIMMO,Male,61,No,No,Yes,No,0
8382-SHQEH,Female,58,No,No,Yes,No,0
2983-ZANRP,Female,27,Yes,No,Yes,No,0
7845-URHJN,Female,24,Yes,No,Yes,No,0
3034-ZBEQN,Female,31,No,No,Yes,No,0
0302-JOIVN,Female,47,No,No,Yes,No,0
5366-IJEQJ,Male,20,Yes,No,No,No,0
1981-INRFU,Female,44,No,No,No,No,0
4971-PUYQO,Female,48,No,No,No,No,0
1527-SXDPN,Male,63,No,No,Yes,No,0
8634-CILSZ,Male,52,No,No,No,No,0
6682-QJDGB,Male,20,Yes,No,No,Yes,1
8780-IXSTS,Female,53,No,No,No,No,0
9530-EHPOH,Male,60,No,No,No,No,0
0345-HKJVM,Female,43,No,No,No,No,0
3049-SOLAY,Female,21,Yes,No,Yes,No,0
3235-ETOOB,Male,51,No,No,Yes,No,0
8058-INTPH,Female,57,No,No,No,No,0
8821-XNHVZ,Female,53,No,No,Yes,No,0
2082-OJVTK,Male,25,Yes,No,Yes,No,0
5940-NFXKV,Male,59,No,No,Yes,No,0
8053-WWDRO,Female,62,No,No,Yes,No,0
9564-KCLHR,Male,58,No,No,No,No,0
2082-CEFLT,Male,31,No,No,No,No,0
1213-NGCUN,Female,49,No,No,No,No,0
5688-KZTSN,Male,59,No,No,Yes,Yes,3
2894-QOJRX,Female,19,Yes,No,Yes,No,0
3143-JQEGI,Female,52,No,No,Yes,No,0
6386-SZZKH,Female,38,No,No,Yes,No,0
3521-SYVOR,Female,26,Yes,No,No,No,0
9526-JAWYF,Male,49,No,No,No,No,0
5649-VUKMC,Female,61,No,No,No,No,0
4919-IKATY,Male,64,No,No,Yes,No,0
9050-QLROH,Male,26,Yes,No,No,No,0
0877-SDMBN,Female,20,Yes,No,No,No,0
8065-YKXKD,Female,39,No,No,No,No,0
9637-EIHEQ,Female,20,Yes,No,No,No,0
9689-PTNPG,Male,42,No,No,No,No,0
9465-RWMXL,Male,62,No,No,Yes,No,0
2362-IBOOY,Male,22,Yes,No,No,No,0
0843-WTBXE,Male,38,No,No,No,No,0
5515-IDEJJ,Male,46,No,No,Yes,Yes,1
5376-DEQCP,Female,48,No,No,No,No,0
9095-HFAFX,Female,61,No,No,No,No,0
2379-ENZGV,Male,61,No,No,No,No,0
2722-VOJQL,Male,30,No,No,No,No,0
5228-EXCET,Male,40,No,No,No,No,0
7394-FKDNK,Female,62,No,No,Yes,No,0
6331-LWDTQ,Male,49,No,No,No,No,0
1597-FZREH,Female,39,No,No,No,No,0
0727-IWKVK,Male,35,No,No,Yes,No,0
3512-IZIKN,Female,57,No,No,Yes,No,0
6141-OOXUQ,Male,43,No,No,No,No,0
7503-ZGUZJ,Male,25,Yes,No,No,No,0
8718-PTMEZ,Female,46,No,No,No,No,0
2207-OBZNX,Male,56,No,No,No,No,0
6142-VSJQO,Female,27,Yes,No,Yes,Yes,3
6437-UKHMV,Female,31,No,No,No,No,0
1114-CENIM,Male,43,No,No,No,Yes,2
6289-CPNLD,Male,33,No,No,Yes,No,0
5536-SLHPM,Female,38,No,No,Yes,No,0
8837-VVWLQ,Female,35,No,No,No,No,0
2696-NARTR,Male,40,No,No,No,No,0
7614-QVWQL,Male,57,No,No,Yes,No,0
1809-DMJHQ,Female,56,No,No,No,Yes,1
6923-EFPNL,Male,39,No,No,No,No,0
9574-RKJIF,Male,52,No,No,Yes,No,0
2619-WFQWU,Female,34,No,No,No,No,0
0778-NELLA,Male,43,No,No,No,No,0
4614-NUVZD,Female,53,No,No,No,No,0
3803-KMQFW,Female,25,Yes,No,Yes,Yes,2
6804-GDMOI,Female,39,No,No,No,No,0
9572-MTILT,Male,47,No,No,Yes,No,0
9611-CTWIH,Female,56,No,No,No,No,0
0329-GTIAJ,Female,40,No,No,No,No,0
6629-CZTTH,Male,62,No,No,No,No,0
5364-EVNIB,Male,61,No,No,No,No,0
5087-SUURX,Female,46,No,No,Yes,No,0
4929-BSTRX,Female,61,No,No,No,No,0
